"","playerID","yearID","ballots","needed","votes","inducted","category","name_given","name_nick"
"687","maranra01",1946,263,198,29,"N","Player","Walter James Vincent",""
"688","foxxji01",1946,202,NA,26,"N","Player","James Emory","Beast; Double X"
"689","youngro01",1946,202,NA,25,"N","Player",NA,NA
"690","gehrich01",1946,263,198,23,"N","Player","Charles Leonard","The Mechanical Man"
"691","heilmha01",1946,202,NA,23,"N","Player","Harry Edwin","Slug"
"692","klingjo01",1946,202,NA,20,"N","Player","John","Noisy"
"693","pennohe01",1946,263,198,16,"N","Player","Herbert Jefferis","The Knight Of Kennett Square"
"694","jossad01",1946,202,NA,14,"N","Player","Adrian",""
"695","ruckena01",1946,202,NA,13,"N","Player","George Napoleon",""
"696","roushed01",1946,202,NA,11,"N","Player","Edd J.",""
"697","crawfsa01",1946,202,NA,9,"N","Player","Samuel Earl","Wahoo Sam"
"698","adamsba01",1946,202,NA,6,"N","Player","Charles Benjamin",""
"699","crigelo01",1946,202,NA,6,"N","Player","Louis",""
"700","marquru01",1946,202,NA,6,"N","Player","Richard William",""
"701","wheatza01",1946,202,NA,6,"N","Player","Zachariah Davis","Buck"
"702","woodjo02",1946,202,NA,5,"N","Player","Joe","Smokey Joe"
"703","donovbi01",1946,202,NA,4,"N","Player","William Edward","Wild Bill"
"704","gomezle01",1946,202,NA,4,"N","Player","Vernon Louis","Goofy"
"705","wanerpa01",1946,202,NA,4,"N","Player","Paul Glee","Big Poison"
"706","lyonste01",1946,202,NA,3,"N","Player","Theodore Amar","Sunday Teddy"
"707","burkeje01",1946,202,NA,2,"N","Player","Jesse Cail","Crab"
"708","bushdo01",1946,202,NA,2,"N","Player","Owen Joseph",""
"709","coombja01",1946,202,NA,2,"N","Player","John Wesley","Colby Jack"
"710","davisha01",1946,202,NA,2,"N","Player","Harry H.","Jasper"
"711","hartnga01",1946,202,NA,2,"N","Player","Charles Leo",""
"712","jacksjo01",1946,202,NA,2,"N","Player","Joseph Walker",""
"713","mckecbi01",1946,202,NA,2,"N","Player","William Boyd","Deacon"
"714","bancrda01",1946,202,NA,1,"N","Player","David James","Beauty"
"715","beaumgi01",1946,202,NA,1,"N","Player","Clarence Howeth",""
"716","bradlbi01",1946,202,NA,1,"N","Player","William Joseph",""
"717","chesbja01",1946,202,NA,1,"N","Player","John Dwight","Happy Jack"
"718","clarkjo01",1946,202,NA,1,"N","Player","John Gibson",""
"719","cravaga01",1946,202,NA,1,"N","Player","Clifford Carlton","Cactus Gavvy"
"720","dinnebi01",1946,202,NA,1,"N","Player","William Henry","Big Bill"
"721","dunnja01",1946,202,NA,1,"N","Player","John Joseph",""
"722","granted01",1946,202,NA,1,"N","Player",NA,NA
"723","grimmch01",1946,202,NA,1,"N","Player","Charles John","Jolly Cholly"
"724","hoytwa01",1946,202,NA,1,"N","Player","Waite Charles","Schoolboy"
"725","jonesfi01",1946,202,NA,1,"N","Player","Fielder Allison",""
"726","killebi01",1946,202,NA,1,"N","Player","William","Reindeer Bill"
"727","knabeot01",1946,202,NA,1,"N","Player","Franz Otto",""
"728","longhe01",1946,202,NA,1,"N","Player","Herman C.","Germany; Flying Dutchman"
"729","mageesh01",1946,202,NA,1,"N","Player","Sherwood Robert",""
"730","martipe01",1946,202,NA,1,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"731","nichoki01",1946,202,NA,1,"N","Player","Charles Augustus",""
"732","phillde01",1946,202,NA,1,"N","Player","Charles Louis",""
"733","ruelmu01",1946,202,NA,1,"N","Player","Herold Dominic",""
"734","sheckji01",1946,202,NA,1,"N","Player",NA,NA
"735","simmoal01",1946,202,NA,1,"N","Player","Aloysius Harry","Bucketfoot Al"
"736","southbi01",1946,202,NA,1,"N","Player","William Harold",""
"737","sparktu01",1946,202,NA,1,"N","Player","Thomas Frank",""
"738","sullibi03",1946,202,NA,1,"N","Player","William Joseph",""
"739","tanneje01",1946,202,NA,1,"N","Player",NA,NA
"740","tennefr01",1946,202,NA,1,"N","Player","Fred Clay",""
"741","burkeje01",1946,NA,NA,NA,"Y","Player","Jesse Cail","Crab"
"742","chancfr01",1946,NA,NA,NA,"Y","Player","Frank Leroy","Husk; The Peerless Leader"
"743","chesbja01",1946,NA,NA,NA,"Y","Player","John Dwight","Happy Jack"
"744","eversjo01",1946,NA,NA,NA,"Y","Player","John Joseph","Crab; Trojan"
"745","griffcl01",1946,NA,NA,NA,"Y","Player","Clark Calvin","The Old Fox"
"746","mccarto01",1946,NA,NA,NA,"Y","Player","Thomas Francis Michael",""
"747","mcginjo01",1946,NA,NA,NA,"Y","Player","Joseph Jerome","Iron Man"
"748","planked01",1946,NA,NA,NA,"Y","Player","Edward Stewart","Gettysburg Eddie"
"749","tinkejo01",1946,NA,NA,NA,"Y","Player","Joseph Bert",""
"750","wadderu01",1946,NA,NA,NA,"Y","Player","George Edward",""
"751","walshed01",1946,NA,NA,NA,"Y","Player","Edward Augustine","Big Ed"
"752","hubbeca01",1947,161,121,140,"Y","Player","Carl Owen","King Carl; Meal Ticket"
"753","friscfr01",1947,161,121,136,"Y","Player",NA,NA
"754","cochrmi01",1947,161,121,128,"Y","Player","Gordon Stanley","Black Mike"
"755","grovele01",1947,161,121,123,"Y","Player","Robert Moses",""
"756","traynpi01",1947,161,121,119,"N","Player","Harold Joseph",""
"757","gehrich01",1947,161,121,105,"N","Player","Charles Leonard","The Mechanical Man"
"758","maranra01",1947,161,121,91,"N","Player","Walter James Vincent",""
"759","deandi01",1947,161,121,88,"N","Player","Jay Hanna",""
"760","pennohe01",1947,161,121,86,"N","Player","Herbert Jefferis","The Knight Of Kennett Square"
"761","bendech01",1947,161,121,72,"N","Player",NA,NA
"762","heilmha01",1947,161,121,65,"N","Player","Harry Edwin","Slug"
"763","schalra01",1947,161,121,50,"N","Player","Ray William","Cracker"
"764","vanceda01",1947,161,121,50,"N","Player","Charles Arthur",""
"765","bakerfr01",1947,161,121,49,"N","Player","John Franklin",""
"766","terrybi01",1947,161,121,46,"N","Player","William Harold","Memphis Bill"
"767","wheatza01",1947,161,121,37,"N","Player","Zachariah Davis","Buck"
"768","youngro01",1947,161,121,36,"N","Player",NA,NA
"769","woodjo02",1947,161,121,29,"N","Player","Joe","Smokey Joe"
"770","roushed01",1947,161,121,25,"N","Player","Edd J.",""
"771","adamsba01",1947,161,121,22,"N","Player","Charles Benjamin",""
"772","marquru01",1947,161,121,18,"N","Player","Richard William",""
"773","foxxji01",1947,161,121,10,"N","Player","James Emory","Beast; Double X"
"774","cronijo01",1947,161,121,6,"N","Player","Joseph Edward",""
"775","simmoal01",1947,161,121,6,"N","Player","Aloysius Harry","Bucketfoot Al"
"776","fletcar01",1947,161,121,3,"N","Player","Arthur",""
"777","cravaga01",1947,161,121,2,"N","Player","Clifford Carlton","Cactus Gavvy"
"778","hartnga01",1947,161,121,2,"N","Player","Charles Leo",""
"779","mccarjo99",1947,161,121,2,"N","Manager","Joseph Vincent",""
"780","rixeyep01",1947,161,121,2,"N","Player",NA,NA
"781","turnete01",1947,161,121,2,"N","Player","Terrance Lamont","Cotton Top"
"782","dyered01",1947,161,121,1,"N","Player","Edwin Hawley",""
"783","gelbech01",1947,161,121,1,"N","Player","Charles Magnus",""
"784","gomezle01",1947,161,121,1,"N","Player","Vernon Louis","Goofy"
"785","gowdyha01",1947,161,121,1,"N","Player","Harry Morgan",""
"786","haineje01",1947,161,121,1,"N","Player","Jesse Joseph","Pop"
"787","hargrbu01",1947,161,121,1,"N","Player","Eugene Franklin",""
"788","kellyge01",1947,161,121,1,"N","Player","George Lange","High Pockets"
"789","lazzeto01",1947,161,121,1,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"790","scottev01",1947,161,121,1,"N","Player","Lewis Everett","Deacon"
"791","pennohe01",1948,121,91,94,"Y","Player","Herbert Jefferis","The Knight Of Kennett Square"
"792","traynpi01",1948,121,91,93,"Y","Player","Harold Joseph",""
"793","simmoal01",1948,121,91,60,"N","Player","Aloysius Harry","Bucketfoot Al"
"794","gehrich01",1948,121,91,52,"N","Player","Charles Leonard","The Mechanical Man"
"795","terrybi01",1948,121,91,52,"N","Player","William Harold","Memphis Bill"
"796","wanerpa01",1948,121,91,51,"N","Player","Paul Glee","Big Poison"
"797","foxxji01",1948,121,91,50,"N","Player","James Emory","Beast; Double X"
"798","deandi01",1948,121,91,40,"N","Player","Jay Hanna",""
"799","heilmha01",1948,121,91,40,"N","Player","Harry Edwin","Slug"
"800","dickebi01",1948,121,91,39,"N","Player","William Malcolm",""
"801","maranra01",1948,121,91,38,"N","Player","Walter James Vincent",""
"802","hartnga01",1948,121,91,33,"N","Player","Charles Leo",""
"803","cronijo01",1948,121,91,25,"N","Player","Joseph Edward",""
"804","vanceda01",1948,121,91,23,"N","Player","Charles Arthur",""
"805","schalra01",1948,121,91,22,"N","Player","Ray William","Cracker"
"806","lazzeto01",1948,121,91,21,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"807","youngro01",1948,121,91,19,"N","Player",NA,NA
"808","roushed01",1948,121,91,17,"N","Player","Edd J.",""
"809","gomezle01",1948,121,91,16,"N","Player","Vernon Louis","Goofy"
"810","lyonste01",1948,121,91,15,"N","Player","Theodore Amar","Sunday Teddy"
"811","wheatza01",1948,121,91,15,"N","Player","Zachariah Davis","Buck"
"812","careyma01",1948,121,91,9,"N","Player","Max George","Scoops"
"813","wilsoji01",1948,121,91,8,"N","Player","James","Ace"
"814","grimebu01",1948,121,91,7,"N","Player",NA,NA
"815","hoytwa01",1948,121,91,7,"N","Player","Waite Charles","Schoolboy"
"816","martipe01",1948,121,91,7,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"817","combsea01",1948,121,91,6,"N","Player","Earle Bryan","The Kentucky Colonel"
"818","grimmch01",1948,121,91,6,"N","Player","Charles John","Jolly Cholly"
"819","marquru01",1948,121,91,6,"N","Player","Richard William",""
"820","meusebo01",1948,121,91,6,"N","Player","Robert William","Long Bob"
"821","bendech01",1948,121,91,5,"N","Player",NA,NA
"822","dykesji01",1948,121,91,5,"N","Player","James Joseph",""
"823","jackstr01",1948,121,91,5,"N","Player","Travis Calvin","Stonewall"
"824","mcinnst01",1948,121,91,5,"N","Player",NA,NA
"825","rixeyep01",1948,121,91,5,"N","Player",NA,NA
"826","woodjo02",1948,121,91,5,"N","Player","Joe","Smokey Joe"
"827","adamsba01",1948,121,91,4,"N","Player","Charles Benjamin",""
"828","bakerfr01",1948,121,91,4,"N","Player","John Franklin",""
"829","bancrda01",1948,121,91,4,"N","Player","David James","Beauty"
"830","bottoji01",1948,121,91,4,"N","Player","James Leroy","Sunny Jim"
"831","huggimi01",1948,121,91,4,"N","Manager","Miller James","Mighty Mite"
"832","odoulle01",1948,121,91,4,"N","Player",NA,NA
"833","ruffire01",1948,121,91,4,"N","Player","Charles Herbert",""
"834","cuyleki01",1948,121,91,3,"N","Player","Hazen Shirley",""
"835","duganjo01",1948,121,91,3,"N","Player","Joseph Anthony","Jumping Joe"
"836","earnsge01",1948,121,91,3,"N","Player","George Livingston","Moose"
"837","faberre01",1948,121,91,3,"N","Player","Urban Clarence",""
"838","fletcar01",1948,121,91,3,"N","Player","Arthur",""
"839","gowdyha01",1948,121,91,3,"N","Player","Harry Morgan",""
"840","harribu01",1948,121,91,3,"N","Manager","Stanley Raymond",""
"841","kleinch01",1948,121,91,3,"N","Player","Charles Herbert",""
"842","rommeed01",1948,121,91,3,"N","Player","Edwin Americus",""
"843","rootch01",1948,121,91,3,"N","Player","Charles Henry","Chinski"
"844","scottev01",1948,121,91,3,"N","Player","Lewis Everett","Deacon"
"845","bluegos01",1948,121,91,2,"N","Player","Oswald Louis",""
"846","coombja01",1948,121,91,2,"N","Player","John Wesley","Colby Jack"
"847","coopewi01",1948,121,91,2,"N","Player","Arley Wilbur",""
"848","covelst01",1948,121,91,2,"N","Player","Stanley Anthony",""
"849","fitzsfr01",1948,121,91,2,"N","Player","Fred Landis","Fat Freddie"
"850","hackst01",1948,121,91,2,"N","Player","Stanley Camfield","Smiling Stan"
"851","haineje01",1948,121,91,2,"N","Player","Jesse Joseph","Pop"
"852","hermaba01",1948,121,91,2,"N","Player","Floyd Caves",""
"853","hoopeha01",1948,121,91,2,"N","Player","Harry Bartholomew",""
"854","kellyge01",1948,121,91,2,"N","Player","George Lange","High Pockets"
"855","klingjo01",1948,121,91,2,"N","Player","John","Noisy"
"856","oneilst01",1948,121,91,2,"N","Player",NA,NA
"857","quinnja01",1948,121,91,2,"N","Player","John Picus",""
"858","schacal01",1948,121,91,2,"N","Player",NA,NA
"859","wilsoha01",1948,121,91,2,"N","Player","Lewis Robert",""
"860","wrighgl01",1948,121,91,2,"N","Player","Forest Glenn","Buckshot"
"861","bartedi01",1948,121,91,1,"N","Player",NA,NA
"862","bigbeca01",1948,121,91,1,"N","Player","Carson Lee","Skeeter"
"863","cadorle01",1948,121,91,1,"N","Player","Leon Joseph","Caddy"
"864","camildo01",1948,121,91,1,"N","Player","Adolph Louis",""
"865","davissp01",1948,121,91,1,"N","Player","Virgil Lawrence","Spud"
"866","derripa01",1948,121,91,1,"N","Player",NA,NA
"867","durocle01",1948,121,91,1,"N","Manager","Leo Ernest","The Lip"
"868","ferrewe01",1948,121,91,1,"N","Player","Wesley Cheek",""
"869","fonsele01",1948,121,91,1,"N","Player","Lewis Albert",""
"870","gosligo01",1948,121,91,1,"N","Player","Leon Allen",""
"871","grohhe01",1948,121,91,1,"N","Player","Henry Knight",""
"872","hafeych01",1948,121,91,1,"N","Player","Charles James",""
"873","hallabi01",1948,121,91,1,"N","Player","William Anthony","Wild Bill"
"874","hermabi01",1948,121,91,1,"N","Player","William Jennings Bryan",""
"875","johnsbo01",1948,121,91,1,"N","Player",NA,NA
"876","kremera01",1948,121,91,1,"N","Player","Remy Peter","Wiz"
"877","manushe01",1948,121,91,1,"N","Player","Henry Emmett",""
"878","medwijo01",1948,121,91,1,"N","Player","Joseph Michael","Ducky; Muscles"
"879","milledo02",1948,121,91,1,"N","Player","John Barney",""
"880","mulcahu01",1948,121,91,1,"N","Player","Hugh Noyes","Losing Pitcher"
"881","mungova01",1948,121,91,1,"N","Player","Van Lingle",""
"882","oeschjo01",1948,121,91,1,"N","Player","Joseph Carl",""
"883","ricesa01",1948,121,91,1,"N","Player","Edgar Charles",""
"884","schanwa01",1948,121,91,1,"N","Player","Walter Henry",""
"885","schumha02",1948,121,91,1,"N","Player","Harold Henry","Prince Hal"
"886","selkige01",1948,121,91,1,"N","Player","George Alexander","Twinkletoes"
"887","severha01",1948,121,91,1,"N","Player","Henry Levai",""
"888","seweljo01",1948,121,91,1,"N","Player","Joseph Wheeler",""
"889","sewellu01",1948,121,91,1,"N","Player","James Luther",""
"890","sherdbi01",1948,121,91,1,"N","Player","William Henry","Wee Willie"
"891","shockur01",1948,121,91,1,"N","Player","Urban James",""
"892","smithea02",1948,121,91,1,"N","Player","Earl Sutton","Oil"
"893","smithsh01",1948,121,91,1,"N","Player","Sherrod Malone",""
"894","stengca01",1948,121,91,1,"N","Manager","Charles Dillon","The Old Perfessor"
"895","westsa01",1948,121,91,1,"N","Player","Samuel Filmore",""
"896","willicy01",1948,121,91,1,"N","Player","Fred",""
"897","gehrich01",1949,187,NA,159,"Y","Player","Charles Leonard","The Mechanical Man"
"898","ottme01",1949,187,NA,128,"N","Player","Melvin Thomas","Master Melvin"
"899","gehrich01",1949,153,115,102,"N","Player","Charles Leonard","The Mechanical Man"
"900","ottme01",1949,153,115,94,"N","Player","Melvin Thomas","Master Melvin"
"901","simmoal01",1949,153,115,89,"N","Player","Aloysius Harry","Bucketfoot Al"
"902","foxxji01",1949,187,NA,89,"N","Player","James Emory","Beast; Double X"
"903","deandi01",1949,153,115,88,"N","Player","Jay Hanna",""
"904","foxxji01",1949,153,115,85,"N","Player","James Emory","Beast; Double X"
"905","terrybi01",1949,153,115,81,"N","Player","William Harold","Memphis Bill"
"906","deandi01",1949,187,NA,81,"N","Player","Jay Hanna",""
"907","simmoal01",1949,187,NA,76,"N","Player","Aloysius Harry","Bucketfoot Al"
"908","wanerpa01",1949,153,115,73,"N","Player","Paul Glee","Big Poison"
"909","greenha01",1949,153,115,67,"N","Player","Henry Benjamin","Hammerin' Hank"
"910","dickebi01",1949,153,115,65,"N","Player","William Malcolm",""
"911","wanerpa01",1949,187,NA,63,"N","Player","Paul Glee","Big Poison"
"912","heilmha01",1949,153,115,59,"N","Player","Harry Edwin","Slug"
"913","maranra01",1949,153,115,58,"N","Player","Walter James Vincent",""
"914","heilmha01",1949,187,NA,52,"N","Player","Harry Edwin","Slug"
"915","terrybi01",1949,187,NA,48,"N","Player","William Harold","Memphis Bill"
"916","greenha01",1949,187,NA,44,"N","Player","Henry Benjamin","Hammerin' Hank"
"917","dickebi01",1949,187,NA,39,"N","Player","William Malcolm",""
"918","maranra01",1949,187,NA,39,"N","Player","Walter James Vincent",""
"919","hartnga01",1949,153,115,35,"N","Player","Charles Leo",""
"920","cronijo01",1949,153,115,33,"N","Player","Joseph Edward",""
"921","vanceda01",1949,153,115,33,"N","Player","Charles Arthur",""
"922","lyonste01",1949,153,115,29,"N","Player","Theodore Amar","Sunday Teddy"
"923","schalra01",1949,153,115,24,"N","Player","Ray William","Cracker"
"924","wilsoha01",1949,153,115,24,"N","Player","Lewis Robert",""
"925","ruffire01",1949,153,115,22,"N","Player","Charles Herbert",""
"926","lazzeto01",1949,153,115,20,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"927","youngro01",1949,153,115,20,"N","Player",NA,NA
"928","gomezle01",1949,153,115,17,"N","Player","Vernon Louis","Goofy"
"929","schalra01",1949,187,NA,17,"N","Player","Ray William","Cracker"
"930","martipe01",1949,153,115,16,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"931","cronijo01",1949,187,NA,16,"N","Player","Joseph Edward",""
"932","wheatza01",1949,153,115,15,"N","Player","Zachariah Davis","Buck"
"933","vanceda01",1949,187,NA,15,"N","Player","Charles Arthur",""
"934","roushed01",1949,153,115,14,"N","Player","Edd J.",""
"935","lyonste01",1949,187,NA,14,"N","Player","Theodore Amar","Sunday Teddy"
"936","careyma01",1949,153,115,12,"N","Player","Max George","Scoops"
"937","wilsoha01",1949,187,NA,12,"N","Player","Lewis Robert",""
"938","harribu01",1949,153,115,11,"N","Player","Stanley Raymond",""
"939","youngro01",1949,187,NA,11,"N","Player",NA,NA
"940","gowdyha01",1949,153,115,10,"N","Player","Harry Morgan",""
"941","grimmch01",1949,153,115,10,"N","Player","Charles John","Jolly Cholly"
"942","kleinch01",1949,153,115,9,"N","Player","Charles Herbert",""
"943","bottoji01",1949,153,115,8,"N","Player","James Leroy","Sunny Jim"
"944","grimebu01",1949,153,115,8,"N","Player",NA,NA
"945","mcinnst01",1949,153,115,8,"N","Player",NA,NA
"946","dykesji01",1949,153,115,7,"N","Player","James Joseph",""
"947","hoytwa01",1949,153,115,7,"N","Player","Waite Charles","Schoolboy"
"948","southbi01",1949,153,115,7,"N","Player","William Harold",""
"949","hartnga01",1949,187,NA,7,"N","Player","Charles Leo",""
"950","combsea01",1949,153,115,6,"N","Player","Earle Bryan","The Kentucky Colonel"
"951","faberre01",1949,153,115,6,"N","Player","Urban Clarence",""
"952","jackstr01",1949,153,115,6,"N","Player","Travis Calvin","Stonewall"
"953","oneilst01",1949,153,115,6,"N","Player",NA,NA
"954","wilsoji01",1949,153,115,6,"N","Player","James","Ace"
"955","lazzeto01",1949,187,NA,6,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"956","adamsba01",1949,153,115,5,"N","Player","Charles Benjamin",""
"957","bancrda01",1949,153,115,5,"N","Player","David James","Beauty"
"958","hermaba01",1949,153,115,5,"N","Player","Floyd Caves",""
"959","coopewi01",1949,153,115,4,"N","Player","Arley Wilbur",""
"960","cuyleki01",1949,153,115,4,"N","Player","Hazen Shirley",""
"961","gosligo01",1949,153,115,4,"N","Player","Leon Allen",""
"962","hackst01",1949,153,115,4,"N","Player","Stanley Camfield","Smiling Stan"
"963","hardeme01",1949,153,115,4,"N","Player","Melvin Leroy","Chief"
"964","marquru01",1949,153,115,4,"N","Player","Richard William",""
"965","odoulle01",1949,153,115,4,"N","Player",NA,NA
"966","rixeyep01",1949,153,115,4,"N","Player",NA,NA
"967","ruffire01",1949,187,NA,4,"N","Player","Charles Herbert",""
"968","covelst01",1949,153,115,3,"N","Player","Stanley Anthony",""
"969","meusebo01",1949,153,115,3,"N","Player","Robert William","Long Bob"
"970","ricesa01",1949,153,115,3,"N","Player","Edgar Charles",""
"971","scottev01",1949,153,115,3,"N","Player","Lewis Everett","Deacon"
"972","stengca01",1949,153,115,3,"N","Player","Charles Dillon","The Old Perfessor"
"973","wanerll01",1949,153,115,3,"N","Player","Lloyd James","Little Poison"
"974","bendech01",1949,153,115,2,"N","Player",NA,NA
"975","duganjo01",1949,153,115,2,"N","Player","Joseph Anthony","Jumping Joe"
"976","earnsge01",1949,153,115,2,"N","Player","George Livingston","Moose"
"977","fitzsfr01",1949,153,115,2,"N","Player","Fred Landis","Fat Freddie"
"978","gelbech01",1949,153,115,2,"N","Player","Charles Magnus",""
"979","hafeych01",1949,153,115,2,"N","Player","Charles James",""
"980","haineje01",1949,153,115,2,"N","Player","Jesse Joseph","Pop"
"981","jurgebi01",1949,153,115,2,"N","Player","William Frederick",""
"982","lucasre01",1949,153,115,2,"N","Player","Charles Fred","The Nashville Narcissus"
"983","rommeed01",1949,153,115,2,"N","Player","Edwin Americus",""
"984","shockur01",1949,153,115,2,"N","Player","Urban James",""
"985","warnelo01",1949,153,115,2,"N","Player","Lonnie","The Arkansas Hummingbird"
"986","willicy01",1949,153,115,2,"N","Player","Fred",""
"987","averiea01",1949,153,115,1,"N","Player",NA,NA
"988","bluegos01",1949,153,115,1,"N","Player","Oswald Louis",""
"989","bodiepi01",1949,153,115,1,"N","Player","Frank Stephen",""
"990","burnsge01",1949,153,115,1,"N","Player","George Joseph",""
"991","chapmbe01",1949,153,115,1,"N","Player",NA,NA
"992","davissp01",1949,153,115,1,"N","Player","Virgil Lawrence","Spud"
"993","durocle01",1949,153,115,1,"N","Player","Leo Ernest","The Lip"
"994","ehmkeho01",1949,153,115,1,"N","Player","Howard John",""
"995","ferrewe01",1949,153,115,1,"N","Player","Wesley Cheek",""
"996","fletcar01",1949,153,115,1,"N","Player","Arthur",""
"997","judgejo01",1949,153,115,1,"N","Player","Joseph Ignatius",""
"998","kellyge01",1949,153,115,1,"N","Player","George Lange","High Pockets"
"999","kerrdi01",1949,153,115,1,"N","Player","Richard Henry",""
"1000","lindsfr01",1949,153,115,1,"N","Player","Frederick Charles",""
"1001","lopezal01",1949,153,115,1,"N","Player",NA,NA
"1002","manushe01",1949,153,115,1,"N","Player","Henry Emmett",""
"1003","myerbu01",1949,153,115,1,"N","Player","Charles Solomon",""
"1004","nehfar01",1949,153,115,1,"N","Player","Arthur Neukom",""
"1005","peckiro01",1949,153,115,1,"N","Player","Roger Thorpe",""
"1006","pruethu01",1949,153,115,1,"N","Player","Hubert Shelby","Shucks"
"1007","ringji01",1949,153,115,1,"N","Player","James Joseph",""
"1008","rootch01",1949,153,115,1,"N","Player","Charles Henry","Chinski"
"1009","selkige01",1949,153,115,1,"N","Player","George Alexander","Twinkletoes"
"1010","sherdbi01",1949,153,115,1,"N","Player","William Henry","Wee Willie"
"1011","toneyfr01",1949,153,115,1,"N","Player","Fred Alexandra",""
"1012","werbebi01",1949,153,115,1,"N","Player","William Murray",""
"1013","wittwh01",1949,153,115,1,"N","Player","Lawton Walter",""
"1014","wrighgl01",1949,153,115,1,"N","Player","Forest Glenn","Buckshot"
"1015","brownmo01",1949,NA,NA,NA,"Y","Player","Mordecai Peter Centennial","Three Finger; Miner"
"1016","nichoki01",1949,NA,NA,NA,"Y","Player","Charles Augustus",""
"1017","ottme01",1950,168,126,115,"N","Player","Melvin Thomas","Master Melvin"
"1018","terrybi01",1950,168,126,105,"N","Player","William Harold","Memphis Bill"
"1019","foxxji01",1950,168,126,103,"N","Player","James Emory","Beast; Double X"
"1020","wanerpa01",1950,168,126,95,"N","Player","Paul Glee","Big Poison"
"1021","simmoal01",1950,168,126,90,"N","Player","Aloysius Harry","Bucketfoot Al"
"1022","heilmha01",1950,168,126,87,"N","Player","Harry Edwin","Slug"
"1023","deandi01",1950,168,126,85,"N","Player","Jay Hanna",""
"1024","dickebi01",1950,168,126,78,"N","Player","William Malcolm",""
"1025","maranra01",1950,168,126,66,"N","Player","Walter James Vincent",""
"1026","greenha01",1950,168,126,64,"N","Player","Henry Benjamin","Hammerin' Hank"
"1027","hartnga01",1950,168,126,54,"N","Player","Charles Leo",""
"1028","vanceda01",1950,168,126,52,"N","Player","Charles Arthur",""
"1029","lyonste01",1950,168,126,42,"N","Player","Theodore Amar","Sunday Teddy"
"1030","cronijo01",1950,168,126,33,"N","Player","Joseph Edward",""
"1031","lazzeto01",1950,168,126,21,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"1032","gomezle01",1950,168,126,18,"N","Player","Vernon Louis","Goofy"
"1033","wheatza01",1950,168,126,17,"N","Player","Zachariah Davis","Buck"
"1034","youngro01",1950,168,126,17,"N","Player",NA,NA
"1035","roushed01",1950,168,126,16,"N","Player","Edd J.",""
"1036","schalra01",1950,168,126,16,"N","Player","Ray William","Cracker"
"1037","wilsoha01",1950,168,126,16,"N","Player","Lewis Robert",""
"1038","careyma01",1950,168,126,14,"N","Player","Max George","Scoops"
"1039","kleinch01",1950,168,126,14,"N","Player","Charles Herbert",""
"1040","grimmch01",1950,168,126,13,"N","Player","Charles John","Jolly Cholly"
"1041","ruffire01",1950,168,126,12,"N","Player","Charles Herbert",""
"1042","cuyleki01",1950,168,126,11,"N","Player","Hazen Shirley",""
"1043","haineje01",1950,168,126,11,"N","Player","Jesse Joseph","Pop"
"1044","hoytwa01",1950,168,126,11,"N","Player","Waite Charles","Schoolboy"
"1045","bancrda01",1950,168,126,9,"N","Player","David James","Beauty"
"1046","faberre01",1950,168,126,9,"N","Player","Urban Clarence",""
"1047","odoulle01",1950,168,126,9,"N","Player",NA,NA
"1048","willicy01",1950,168,126,9,"N","Player","Fred",""
"1049","bottoji01",1950,168,126,8,"N","Player","James Leroy","Sunny Jim"
"1050","hackst01",1950,168,126,8,"N","Player","Stanley Camfield","Smiling Stan"
"1051","martipe01",1950,168,126,7,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"1052","rolfere01",1950,168,126,7,"N","Player","Robert Abial",""
"1053","adamsba01",1950,168,126,6,"N","Player","Charles Benjamin",""
"1054","bendech01",1950,168,126,6,"N","Player",NA,NA
"1055","gowdyha01",1950,168,126,6,"N","Player","Harry Morgan",""
"1056","grimebu01",1950,168,126,6,"N","Player",NA,NA
"1057","jackstr01",1950,168,126,6,"N","Player","Travis Calvin","Stonewall"
"1058","rixeyep01",1950,168,126,6,"N","Player",NA,NA
"1059","bakerfr01",1950,168,126,4,"N","Player","John Franklin",""
"1060","hafeych01",1950,168,126,4,"N","Player","Charles James",""
"1061","harribu01",1950,168,126,4,"N","Manager","Stanley Raymond",""
"1062","ofarrbo01",1950,168,126,4,"N","Player",NA,NA
"1063","ruelmu01",1950,168,126,4,"N","Player","Herold Dominic",""
"1064","waltebu01",1950,168,126,4,"N","Player","William Henry",""
"1065","wilsoji01",1950,168,126,4,"N","Player","James","Ace"
"1066","combsea01",1950,168,126,3,"N","Player","Earle Bryan","The Kentucky Colonel"
"1067","lombaer01",1950,168,126,3,"N","Player","Ernesto Natali","Schnozz; Bocci"
"1068","scottev01",1950,168,126,3,"N","Player","Lewis Everett","Deacon"
"1069","stengca01",1950,168,126,3,"N","Manager","Charles Dillon","The Old Perfessor"
