"playerID","yearID","ballots","needed","votes","over_needed","inducted","category","name_given","name_nick"
"hartnga01",1951,226,170,57,-113,"N","Player","Charles Leo",""
"cronijo01",1951,226,170,44,-126,"N","Player","Joseph Edward",""
"schalra01",1951,226,170,37,-133,"N","Player","Ray William","Cracker"
"bendech01",1951,226,170,35,-135,"N","Player",NA,NA
"youngro01",1951,226,170,34,-136,"N","Player",NA,NA
"careyma01",1951,226,170,27,-143,"N","Player","Max George","Scoops"
"lazzeto01",1951,226,170,27,-143,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"gowdyha01",1951,226,170,26,-144,"N","Player","Harry Morgan",""
"gomezle01",1951,226,170,23,-147,"N","Player","Vernon Louis","Goofy"
"roushed01",1951,226,170,21,-149,"N","Player","Edd J.",""
"wilsoha01",1951,226,170,21,-149,"N","Player","Lewis Robert",""
"martipe01",1951,226,170,19,-151,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"wheatza01",1951,226,170,19,-151,"N","Player","Zachariah Davis","Buck"
"kleinch01",1951,226,170,15,-155,"N","Player","Charles Herbert",""
"hoytwa01",1951,226,170,13,-157,"N","Player","Waite Charles","Schoolboy"
"odoulle01",1951,226,170,13,-157,"N","Player",NA,NA
"adamsba01",1951,226,170,12,-158,"N","Player","Charles Benjamin",""
"bancrda01",1951,226,170,9,-161,"N","Player","David James","Beauty"
"grimmch01",1951,226,170,9,-161,"N","Player","Charles John","Jolly Cholly"
"harribu01",1951,226,170,9,-161,"N","Manager","Stanley Raymond",""
"ruffire01",1951,226,170,9,-161,"N","Player","Charles Herbert",""
"bakerfr01",1951,226,170,8,-162,"N","Player","John Franklin",""
"cuyleki01",1951,226,170,8,-162,"N","Player","Hazen Shirley",""
"faberre01",1951,226,170,8,-162,"N","Player","Urban Clarence",""
"mckecbi01",1951,226,170,8,-162,"N","Manager","William Boyd","Deacon"
"stengca01",1951,226,170,8,-162,"N","Manager","Charles Dillon","The Old Perfessor"
"willicy01",1951,226,170,7,-163,"N","Player","Fred",""
"bottoji01",1951,226,170,6,-164,"N","Player","James Leroy","Sunny Jim"
"rolfere01",1951,226,170,6,-164,"N","Player","Robert Abial",""
"grimebu01",1951,226,170,5,-165,"N","Player",NA,NA
"rixeyep01",1951,226,170,5,-165,"N","Player",NA,NA
"woodjo02",1951,226,170,5,-165,"N","Player","Joe","Smokey Joe"
"fletcar01",1951,226,170,4,-166,"N","Player","Arthur",""
"jackstr01",1951,226,170,4,-166,"N","Player","Travis Calvin","Stonewall"
"nehfar01",1951,226,170,4,-166,"N","Player","Arthur Neukom",""
"schacal01",1951,226,170,4,-166,"N","Player",NA,NA
"southbi01",1951,226,170,4,-166,"N","Player","William Harold",""
"dykesji01",1951,226,170,3,-167,"N","Player","James Joseph",""
"hackst01",1951,226,170,3,-167,"N","Player","Stanley Camfield","Smiling Stan"
"hoopeha01",1951,226,170,3,-167,"N","Player","Harry Bartholomew",""
"kerrdi01",1951,226,170,3,-167,"N","Player","Richard Henry",""
"lombaer01",1951,226,170,3,-167,"N","Player","Ernesto Natali","Schnozz; Bocci"
"marquru01",1951,226,170,3,-167,"N","Player","Richard William",""
"mcinnst01",1951,226,170,3,-167,"N","Player",NA,NA
"oneilst01",1951,226,170,3,-167,"N","Player",NA,NA
"lewisdu01",1951,226,170,2,-168,"N","Player","George Edward",""
"mageesh01",1951,226,170,2,-168,"N","Player","Sherwood Robert",""
"scottev01",1951,226,170,2,-168,"N","Player","Lewis Everett","Deacon"
"selkige01",1951,226,170,2,-168,"N","Player","George Alexander","Twinkletoes"
"wilsoji01",1951,226,170,2,-168,"N","Player","James","Ace"
"bartedi01",1951,226,170,1,-169,"N","Player",NA,NA
"chandsp01",1951,226,170,1,-169,"N","Player","Spurgeon Ferdinand",""
"coombja01",1951,226,170,1,-169,"N","Player","John Wesley","Colby Jack"
"coopewi01",1951,226,170,1,-169,"N","Player","Arley Wilbur",""
"daubeja01",1951,226,170,1,-169,"N","Player","Jacob Ellsworth",""
"derripa01",1951,226,170,1,-169,"N","Player",NA,NA
"ehmkeho01",1951,226,170,1,-169,"N","Player","Howard John",""
"gelbech01",1951,226,170,1,-169,"N","Player","Charles Magnus",""
"hafeych01",1951,226,170,1,-169,"N","Player","Charles James",""
"hardeme01",1951,226,170,1,-169,"N","Player","Melvin Leroy","Chief"
"hermaba01",1951,226,170,1,-169,"N","Player","Floyd Caves",""
"higgipi01",1951,226,170,1,-169,"N","Player","Michael Franklin",""
"jordati01",1951,226,170,1,-169,"N","Player",NA,NA
"mccarjo99",1951,226,170,1,-169,"N","Manager","Joseph Vincent",""
"milancl01",1951,226,170,1,-169,"N","Player","Jesse Clyde","Deerfoot"
"paigesa01",1951,226,170,1,-169,"N","Player","Leroy Robert",""
"pruethu01",1951,226,170,1,-169,"N","Player","Hubert Shelby","Shucks"
"ricesa01",1951,226,170,1,-169,"N","Player","Edgar Charles",""
"rommeed01",1951,226,170,1,-169,"N","Player","Edwin Americus",""
"rudoldi01",1951,226,170,1,-169,"N","Player","Richard","Baldy"
"ruelmu01",1951,226,170,1,-169,"N","Player","Herold Dominic",""
"sherdbi01",1951,226,170,1,-169,"N","Player","William Henry","Wee Willie"
"wanerll01",1951,226,170,1,-169,"N","Player","Lloyd James","Little Poison"
"wrighgl01",1951,226,170,1,-169,"N","Player","Forest Glenn","Buckshot"
"heilmha01",1952,234,176,203,27,"Y","Player","Harry Edwin","Slug"
"wanerpa01",1952,234,176,195,19,"Y","Player","Paul Glee","Big Poison"
"terrybi01",1952,234,176,155,-21,"N","Player","William Harold","Memphis Bill"
"deandi01",1952,234,176,152,-24,"N","Player","Jay Hanna",""
"simmoal01",1952,234,176,141,-35,"N","Player","Aloysius Harry","Bucketfoot Al"
"dickebi01",1952,234,176,139,-37,"N","Player","William Malcolm",""
"maranra01",1952,234,176,133,-43,"N","Player","Walter James Vincent",""
"vanceda01",1952,234,176,105,-71,"N","Player","Charles Arthur",""
"lyonste01",1952,234,176,101,-75,"N","Player","Theodore Amar","Sunday Teddy"
"hartnga01",1952,234,176,77,-99,"N","Player","Charles Leo",""
"greenha01",1952,234,176,75,-101,"N","Player","Henry Benjamin","Hammerin' Hank"
"bendech01",1952,234,176,70,-106,"N","Player",NA,NA
"cronijo01",1952,234,176,48,-128,"N","Player","Joseph Edward",""
"schalra01",1952,234,176,44,-132,"N","Player","Ray William","Cracker"
"careyma01",1952,234,176,36,-140,"N","Player","Max George","Scoops"
"gowdyha01",1952,234,176,34,-142,"N","Player","Harry Morgan",""
"youngro01",1952,234,176,34,-142,"N","Player",NA,NA
"martipe01",1952,234,176,31,-145,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"wheatza01",1952,234,176,30,-146,"N","Player","Zachariah Davis","Buck"
"gomezle01",1952,234,176,29,-147,"N","Player","Vernon Louis","Goofy"
"lazzeto01",1952,234,176,29,-147,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"stengca01",1952,234,176,27,-149,"N","Manager","Charles Dillon","The Old Perfessor"
"roushed01",1952,234,176,24,-152,"N","Player","Edd J.",""
"wilsoha01",1952,234,176,21,-155,"N","Player","Lewis Robert",""
"kleinch01",1952,234,176,19,-157,"N","Player","Charles Herbert",""
"odoulle01",1952,234,176,19,-157,"N","Player",NA,NA
"harribu01",1952,234,176,12,-164,"N","Manager","Stanley Raymond",""
"hoytwa01",1952,234,176,12,-164,"N","Player","Waite Charles","Schoolboy"
"bancrda01",1952,234,176,11,-165,"N","Player","David James","Beauty"
"lewisdu01",1952,234,176,11,-165,"N","Player","George Edward",""
"cuyleki01",1952,234,176,10,-166,"N","Player","Hazen Shirley",""
"hardeme01",1952,234,176,10,-166,"N","Player","Melvin Leroy","Chief"
"oneilst01",1952,234,176,10,-166,"N","Player",NA,NA
"ruffire01",1952,234,176,10,-166,"N","Player","Charles Herbert",""
"adamsba01",1952,234,176,9,-167,"N","Player","Charles Benjamin",""
"faberre01",1952,234,176,9,-167,"N","Player","Urban Clarence",""
"grimebu01",1952,234,176,9,-167,"N","Player",NA,NA
"kerrdi01",1952,234,176,9,-167,"N","Player","Richard Henry",""
"marquru01",1952,234,176,9,-167,"N","Player","Richard William",""
"bottoji01",1952,234,176,7,-169,"N","Player","James Leroy","Sunny Jim"
"wilsoji01",1952,234,176,7,-169,"N","Player","James","Ace"
"grimmch01",1952,234,176,6,-170,"N","Player","Charles John","Jolly Cholly"
"dykesji01",1952,234,176,5,-171,"N","Player","James Joseph",""
"henrito01",1952,234,176,4,-172,"N","Player","Thomas David","The Clutch; Old Reliable"
"rolfere01",1952,234,176,4,-172,"N","Player","Robert Abial",""
"scottev01",1952,234,176,4,-172,"N","Player","Lewis Everett","Deacon"
"willicy01",1952,234,176,4,-172,"N","Player","Fred",""
"hermaba01",1952,234,176,3,-173,"N","Player","Floyd Caves",""
"nehfar01",1952,234,176,3,-173,"N","Player","Arthur Neukom",""
"rixeyep01",1952,234,176,3,-173,"N","Player",NA,NA
"waltebu01",1952,234,176,3,-173,"N","Player","William Henry",""
"averiea01",1952,234,176,2,-174,"N","Player",NA,NA
"coopewi01",1952,234,176,2,-174,"N","Player","Arley Wilbur",""
"lopezal01",1952,234,176,2,-174,"N","Manager",NA,NA
"peckiro01",1952,234,176,2,-174,"N","Player","Roger Thorpe",""
"rommeed01",1952,234,176,2,-174,"N","Player","Edwin Americus",""
"wanerll01",1952,234,176,2,-174,"N","Player","Lloyd James","Little Poison"
"chapmbe01",1952,234,176,1,-175,"N","Player",NA,NA
"combsea01",1952,234,176,1,-175,"N","Player","Earle Bryan","The Kentucky Colonel"
"crosefr01",1952,234,176,1,-175,"N","Player","Frank Peter Joseph","Crow"
"durocle01",1952,234,176,1,-175,"N","Manager","Leo Ernest","The Lip"
"ehmkeho01",1952,234,176,1,-175,"N","Player","Howard John",""
"gonzami01",1952,234,176,1,-175,"N","Player","Miguel Angel",""
"hafeych01",1952,234,176,1,-175,"N","Player","Charles James",""
"jackstr01",1952,234,176,1,-175,"N","Player","Travis Calvin","Stonewall"
"luquedo01",1952,234,176,1,-175,"N","Player","Adolfo Domingo de Guzman","The Pride Of Havana"
"meusebo01",1952,234,176,1,-175,"N","Player","Robert William","Long Bob"
"milancl01",1952,234,176,1,-175,"N","Player","Jesse Clyde","Deerfoot"
"pruethu01",1952,234,176,1,-175,"N","Player","Hubert Shelby","Shucks"
"ricesa01",1952,234,176,1,-175,"N","Player","Edgar Charles",""
"ruelmu01",1952,234,176,1,-175,"N","Player","Herold Dominic",""
"selkige01",1952,234,176,1,-175,"N","Player","George Alexander","Twinkletoes"
"southbi01",1952,234,176,1,-175,"N","Player","William Harold",""
"werbebi01",1952,234,176,1,-175,"N","Player","William Murray",""
"wrighgl01",1952,234,176,1,-175,"N","Player","Forest Glenn","Buckshot"
"deandi01",1953,264,198,209,11,"Y","Player","Jay Hanna",""
"simmoal01",1953,264,198,199,1,"Y","Player","Aloysius Harry","Bucketfoot Al"
"terrybi01",1953,264,198,191,-7,"N","Player","William Harold","Memphis Bill"
"dickebi01",1953,264,198,179,-19,"N","Player","William Malcolm",""
"maranra01",1953,264,198,164,-34,"N","Player","Walter James Vincent",""
"vanceda01",1953,264,198,150,-48,"N","Player","Charles Arthur",""
"lyonste01",1953,264,198,139,-59,"N","Player","Theodore Amar","Sunday Teddy"
"dimagjo01",1953,264,198,117,-81,"N","Player","Joseph Paul","Joltin' Joe; The Yankee Clipper"
"bendech01",1953,264,198,104,-94,"N","Player",NA,NA
"hartnga01",1953,264,198,104,-94,"N","Player","Charles Leo",""
"greenha01",1953,264,198,80,-118,"N","Player","Henry Benjamin","Hammerin' Hank"
"cronijo01",1953,264,198,69,-129,"N","Player","Joseph Edward",""
"stengca01",1953,264,198,61,-137,"N","Manager","Charles Dillon","The Old Perfessor"
"gowdyha01",1953,264,198,58,-140,"N","Player","Harry Morgan",""
"careyma01",1953,264,198,55,-143,"N","Player","Max George","Scoops"
"schalra01",1953,264,198,52,-146,"N","Player","Ray William","Cracker"
"martipe01",1953,264,198,43,-155,"N","Player","Johnny Leonard Roosevelt","The Wild Horse Of The Osage"
"wilsoha01",1953,264,198,43,-155,"N","Player","Lewis Robert",""
"gomezle01",1953,264,198,35,-163,"N","Player","Vernon Louis","Goofy"
"roushed01",1953,264,198,32,-166,"N","Player","Edd J.",""
"wheatza01",1953,264,198,32,-166,"N","Player","Zachariah Davis","Buck"
"youngro01",1953,264,198,31,-167,"N","Player",NA,NA
"lazzeto01",1953,264,198,28,-170,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"ruffire01",1953,264,198,24,-174,"N","Player","Charles Herbert",""
"harribu01",1953,264,198,21,-177,"N","Manager","Stanley Raymond",""
"lewisdu01",1953,264,198,20,-178,"N","Player","George Edward",""
"marquru01",1953,264,198,19,-179,"N","Player","Richard William",""
"cuyleki01",1953,264,198,18,-180,"N","Player","Hazen Shirley",""
"adamsba01",1953,264,198,17,-181,"N","Player","Charles Benjamin",""
"hoytwa01",1953,264,198,14,-184,"N","Player","Waite Charles","Schoolboy"
"kerrdi01",1953,264,198,13,-185,"N","Player","Richard Henry",""
"oneilst01",1953,264,198,13,-185,"N","Player",NA,NA
"odoulle01",1953,264,198,11,-187,"N","Player",NA,NA
"bancrda01",1953,264,198,10,-188,"N","Player","David James","Beauty"
"bottoji01",1953,264,198,10,-188,"N","Player","James Leroy","Sunny Jim"
"henrito01",1953,264,198,10,-188,"N","Player","Thomas David","The Clutch; Old Reliable"
"waltebu01",1953,264,198,10,-188,"N","Player","William Henry",""
"wilsoji01",1953,264,198,10,-188,"N","Player","James","Ace"
"coopewi01",1953,264,198,9,-189,"N","Player","Arley Wilbur",""
"faberre01",1953,264,198,9,-189,"N","Player","Urban Clarence",""
"grimebu01",1953,264,198,9,-189,"N","Player",NA,NA
"grimmch01",1953,264,198,9,-189,"N","Player","Charles John","Jolly Cholly"
"hardeme01",1953,264,198,8,-190,"N","Player","Melvin Leroy","Chief"
"ruelmu01",1953,264,198,8,-190,"N","Player","Herold Dominic",""
"dykesji01",1953,264,198,5,-193,"N","Player","James Joseph",""
"rolfere01",1953,264,198,5,-193,"N","Player","Robert Abial",""
"scottev01",1953,264,198,5,-193,"N","Player","Lewis Everett","Deacon"
"haineje01",1953,264,198,4,-194,"N","Player","Jesse Joseph","Pop"
"nehfar01",1953,264,198,4,-194,"N","Player","Arthur Neukom",""
"willicy01",1953,264,198,4,-194,"N","Player","Fred",""
"combsea01",1953,264,198,3,-195,"N","Player","Earle Bryan","The Kentucky Colonel"
"ehmkeho01",1953,264,198,3,-195,"N","Player","Howard John",""
"ricesa01",1953,264,198,3,-195,"N","Player","Edgar Charles",""
"rixeyep01",1953,264,198,3,-195,"N","Player",NA,NA
"wrighgl01",1953,264,198,3,-195,"N","Player","Forest Glenn","Buckshot"
"applilu01",1953,264,198,2,-196,"N","Player","Lucius Benjamin","Old Aches and Pains; Luscious Luke"
"doerrbo01",1953,264,198,2,-196,"N","Player","Robert Pershing",""
"hafeych01",1953,264,198,2,-196,"N","Player","Charles James",""
"hermaba01",1953,264,198,2,-196,"N","Player","Floyd Caves",""
"jackstr01",1953,264,198,2,-196,"N","Player","Travis Calvin","Stonewall"
"lopezal01",1953,264,198,2,-196,"N","Manager",NA,NA
"peckiro01",1953,264,198,2,-196,"N","Player","Roger Thorpe",""
"southbi01",1953,264,198,2,-196,"N","Player","William Harold",""
"altroni01",1953,264,198,1,-197,"N","Player","Nicholas",""
"bushdo01",1953,264,198,1,-197,"N","Player","Owen Joseph",""
"gonzami01",1953,264,198,1,-197,"N","Player","Miguel Angel",""
"kellech01",1953,264,198,1,-197,"N","Player","Charles Ernest","King Kong"
"klingjo01",1953,264,198,1,-197,"N","Player","John","Noisy"
"langebi01",1953,264,198,1,-197,"N","Player","William Alexander","Little Eva"
"luquedo01",1953,264,198,1,-197,"N","Player","Adolfo Domingo de Guzman","The Pride Of Havana"
"mccarjo99",1953,264,198,1,-197,"N","Manager","Joseph Vincent",""
"milancl01",1953,264,198,1,-197,"N","Player","Jesse Clyde","Deerfoot"
"moorete01",1953,264,198,1,-197,"N","Player","Terry Bluford",""
"olearch01",1953,264,198,1,-197,"N","Player",NA,NA
"pruethu01",1953,264,198,1,-197,"N","Player","Hubert Shelby","Shucks"
"roberda01",1953,264,198,1,-197,"N","Player","Davis Aydelotte",""
"rommeed01",1953,264,198,1,-197,"N","Player","Edwin Americus",""
"schaege01",1953,264,198,1,-197,"N","Player","William Herman",""
"selkige01",1953,264,198,1,-197,"N","Player","George Alexander","Twinkletoes"
"sherdbi01",1953,264,198,1,-197,"N","Player","William Henry","Wee Willie"
"streega01",1953,264,198,1,-197,"N","Player","Charles Evard","Old Sarge"
"vaughar01",1953,264,198,1,-197,"N","Player","Joseph Floyd",""
"wambsbi01",1953,264,198,1,-197,"N","Player","William Adolph",""
"barroed99",1953,NA,NA,NA,NA,"Y","Pioneer/Executive","Edward Grant",""
"bendech01",1953,NA,NA,NA,NA,"Y","Player",NA,NA
"connoto99",1953,NA,NA,NA,NA,"Y","Umpire","Thomas Henry",""
"klembi99",1953,NA,NA,NA,NA,"Y","Umpire","William Joseph","Catfish"
"wallabo01",1953,NA,NA,NA,NA,"Y","Player","Roderick John",""
"wrighha01",1953,NA,NA,NA,NA,"Y","Pioneer/Executive","William Henry",""
"maranra01",1954,252,189,209,20,"Y","Player","Walter James Vincent",""
"dickebi01",1954,252,189,202,13,"Y","Player","William Malcolm",""
"terrybi01",1954,252,189,195,6,"Y","Player","William Harold","Memphis Bill"
"dimagjo01",1954,252,189,175,-14,"N","Player","Joseph Paul","Joltin' Joe; The Yankee Clipper"
"lyonste01",1954,252,189,170,-19,"N","Player","Theodore Amar","Sunday Teddy"
"vanceda01",1954,252,189,158,-31,"N","Player","Charles Arthur",""
"hartnga01",1954,252,189,151,-38,"N","Player","Charles Leo",""
"greenha01",1954,252,189,97,-92,"N","Player","Henry Benjamin","Hammerin' Hank"
"cronijo01",1954,252,189,85,-104,"N","Player","Joseph Edward",""
"careyma01",1954,252,189,55,-134,"N","Player","Max George","Scoops"
"schalra01",1954,252,189,54,-135,"N","Player","Ray William","Cracker"
"roushed01",1954,252,189,52,-137,"N","Player","Edd J.",""
"gowdyha01",1954,252,189,51,-138,"N","Player","Harry Morgan",""
"wilsoha01",1954,252,189,48,-141,"N","Player","Lewis Robert",""
"gomezle01",1954,252,189,38,-151,"N","Player","Vernon Louis","Goofy"
"youngro01",1954,252,189,34,-155,"N","Player",NA,NA
"wheatza01",1954,252,189,33,-156,"N","Player","Zachariah Davis","Buck"
"lazzeto01",1954,252,189,30,-159,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"ruffire01",1954,252,189,29,-160,"N","Player","Charles Herbert",""
"cuyleki01",1954,252,189,20,-169,"N","Player","Hazen Shirley",""
"lewisdu01",1954,252,189,20,-169,"N","Player","George Edward",""
"bottoji01",1954,252,189,16,-173,"N","Player","James Leroy","Sunny Jim"
"marquru01",1954,252,189,15,-174,"N","Player","Richard William",""
"hoytwa01",1954,252,189,14,-175,"N","Player","Waite Charles","Schoolboy"
"adamsba01",1954,252,189,13,-176,"N","Player","Charles Benjamin",""
"kerrdi01",1954,252,189,13,-176,"N","Player","Richard Henry",""
"faberre01",1954,252,189,12,-177,"N","Player","Urban Clarence",""
"kleinch01",1954,252,189,11,-178,"N","Player","Charles Herbert",""
"bancrda01",1954,252,189,10,-179,"N","Player","David James","Beauty"
"ricesa01",1954,252,189,9,-180,"N","Player","Edgar Charles",""
"wilsoji01",1954,252,189,8,-181,"N","Player","James","Ace"
"coopewi01",1954,252,189,7,-182,"N","Player","Arley Wilbur",""
"nehfar01",1954,252,189,7,-182,"N","Player","Arthur Neukom",""
"haineje01",1954,252,189,6,-183,"N","Player","Jesse Joseph","Pop"
"rixeyep01",1954,252,189,5,-184,"N","Player",NA,NA
"ruelmu01",1954,252,189,5,-184,"N","Player","Herold Dominic",""
"ehmkeho01",1954,252,189,4,-185,"N","Player","Howard John",""
"scottev01",1954,252,189,4,-185,"N","Player","Lewis Everett","Deacon"
"wambsbi01",1954,252,189,4,-185,"N","Player","William Adolph",""
"willicy01",1954,252,189,4,-185,"N","Player","Fred",""
"milancl01",1954,252,189,3,-186,"N","Player","Jesse Clyde","Deerfoot"
"altroni01",1954,252,189,2,-187,"N","Player","Nicholas",""
"hafeych01",1954,252,189,2,-187,"N","Player","Charles James",""
"vaughar01",1954,252,189,2,-187,"N","Player","Joseph Floyd",""
"bluegos01",1954,252,189,1,-188,"N","Player","Oswald Louis",""
"bluelu01",1954,252,189,1,-188,"N","Player","Luzerne Atwell",""
"gosligo01",1954,252,189,1,-188,"N","Player","Leon Allen",""
"grohhe01",1954,252,189,1,-188,"N","Player","Henry Knight",""
"hermaba01",1954,252,189,1,-188,"N","Player","Floyd Caves",""
"jackstr01",1954,252,189,1,-188,"N","Player","Travis Calvin","Stonewall"
"peckiro01",1954,252,189,1,-188,"N","Player","Roger Thorpe",""
"seweljo01",1954,252,189,1,-188,"N","Player","Joseph Wheeler",""
"wrighgl01",1954,252,189,1,-188,"N","Player","Forest Glenn","Buckshot"
"dimagjo01",1955,251,189,223,34,"Y","Player","Joseph Paul","Joltin' Joe; The Yankee Clipper"
"lyonste01",1955,251,189,217,28,"Y","Player","Theodore Amar","Sunday Teddy"
"vanceda01",1955,251,189,205,16,"Y","Player","Charles Arthur",""
"hartnga01",1955,251,189,195,6,"Y","Player","Charles Leo",""
"greenha01",1955,251,189,157,-32,"N","Player","Henry Benjamin","Hammerin' Hank"
"cronijo01",1955,251,189,135,-54,"N","Player","Joseph Edward",""
"careyma01",1955,251,189,119,-70,"N","Player","Max George","Scoops"
"schalra01",1955,251,189,113,-76,"N","Player","Ray William","Cracker"
"roushed01",1955,251,189,97,-92,"N","Player","Edd J.",""
"gowdyha01",1955,251,189,90,-99,"N","Player","Harry Morgan",""
"wilsoha01",1955,251,189,81,-108,"N","Player","Lewis Robert",""
"gomezle01",1955,251,189,71,-118,"N","Player","Vernon Louis","Goofy"
"lazzeto01",1955,251,189,66,-123,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"ruffire01",1955,251,189,60,-129,"N","Player","Charles Herbert",""
"wheatza01",1955,251,189,51,-138,"N","Player","Zachariah Davis","Buck"
"youngro01",1955,251,189,48,-141,"N","Player",NA,NA
"cuyleki01",1955,251,189,35,-154,"N","Player","Hazen Shirley",""
"marquru01",1955,251,189,35,-154,"N","Player","Richard William",""
"lewisdu01",1955,251,189,34,-155,"N","Player","George Edward",""
"hoytwa01",1955,251,189,33,-156,"N","Player","Waite Charles","Schoolboy"
"ricesa01",1955,251,189,28,-161,"N","Player","Edgar Charles",""
"faberre01",1955,251,189,27,-162,"N","Player","Urban Clarence",""
"bottoji01",1955,251,189,26,-163,"N","Player","James Leroy","Sunny Jim"
"kerrdi01",1955,251,189,25,-164,"N","Player","Richard Henry",""
"kleinch01",1955,251,189,25,-164,"N","Player","Charles Herbert",""
"adamsba01",1955,251,189,24,-165,"N","Player","Charles Benjamin",""
"bancrda01",1955,251,189,19,-170,"N","Player","David James","Beauty"
"wilsoji01",1955,251,189,13,-176,"N","Player","James","Ace"
"coopewi01",1955,251,189,11,-178,"N","Player","Arley Wilbur",""
"ruelmu01",1955,251,189,11,-178,"N","Player","Herold Dominic",""
"haineje01",1955,251,189,10,-179,"N","Player","Jesse Joseph","Pop"
"rixeyep01",1955,251,189,8,-181,"N","Player",NA,NA
"scottev01",1955,251,189,8,-181,"N","Player","Lewis Everett","Deacon"
"gosligo01",1955,251,189,7,-182,"N","Player","Leon Allen",""
"nehfar01",1955,251,189,7,-182,"N","Player","Arthur Neukom",""
"milancl01",1955,251,189,6,-183,"N","Player","Jesse Clyde","Deerfoot"
"grohhe01",1955,251,189,5,-184,"N","Player","Henry Knight",""
"hermaba01",1955,251,189,5,-184,"N","Player","Floyd Caves",""
"jackstr01",1955,251,189,5,-184,"N","Player","Travis Calvin","Stonewall"
"wambsbi01",1955,251,189,5,-184,"N","Player","William Adolph",""
"hafeych01",1955,251,189,4,-185,"N","Player","Charles James",""
"vaughar01",1955,251,189,4,-185,"N","Player","Joseph Floyd",""
"wrighgl01",1955,251,189,4,-185,"N","Player","Forest Glenn","Buckshot"
"applilu01",1955,251,189,3,-186,"N","Player","Lucius Benjamin","Old Aches and Pains; Luscious Luke"
"grimebu01",1955,251,189,3,-186,"N","Player",NA,NA
"willicy01",1955,251,189,3,-186,"N","Player","Fred",""
"averiea01",1955,251,189,2,-187,"N","Player",NA,NA
"earnsge01",1955,251,189,2,-187,"N","Player","George Livingston","Moose"
"judgejo01",1955,251,189,2,-187,"N","Player","Joseph Ignatius",""
"meusebo01",1955,251,189,2,-187,"N","Player","Robert William","Long Bob"
"allenjo02",1955,251,189,1,-188,"N","Player","John Thomas",""
"berrych02",1955,251,189,1,-188,"N","Player","Charles Francis",""
"bishoma01",1955,251,189,1,-188,"N","Player","Max Frederick","Tilly; Camera Eye"
"combsea01",1955,251,189,1,-188,"N","Player","Earle Bryan","The Kentucky Colonel"
"daubeja01",1955,251,189,1,-188,"N","Player","Jacob Ellsworth",""
"derripa01",1955,251,189,1,-188,"N","Player",NA,NA
"dykesji01",1955,251,189,1,-188,"N","Player","James Joseph",""
"gordojo01",1955,251,189,1,-188,"N","Player","Joseph Lowell","Flash"
"haasmu01",1955,251,189,1,-188,"N","Player","George William",""
"jonessa01",1955,251,189,1,-188,"N","Player","Samuel Pond",""
"peckiro01",1955,251,189,1,-188,"N","Player","Roger Thorpe",""
"schumha02",1955,251,189,1,-188,"N","Player","Harold Henry","Prince Hal"
"seweljo01",1955,251,189,1,-188,"N","Player","Joseph Wheeler",""
"sherdbi01",1955,251,189,1,-188,"N","Player","William Henry","Wee Willie"
"bakerfr01",1955,NA,NA,NA,NA,"Y","Player","John Franklin",""
"schalra01",1955,NA,NA,NA,NA,"Y","Player","Ray William","Cracker"
"greenha01",1956,193,145,164,19,"Y","Player","Henry Benjamin","Hammerin' Hank"
"cronijo01",1956,193,145,152,7,"Y","Player","Joseph Edward",""
"ruffire01",1956,193,145,97,-48,"N","Player","Charles Herbert",""
"roushed01",1956,193,145,91,-54,"N","Player","Edd J.",""
"gomezle01",1956,193,145,89,-56,"N","Player","Vernon Louis","Goofy"
"wilsoha01",1956,193,145,74,-71,"N","Player","Lewis Robert",""
"careyma01",1956,193,145,65,-80,"N","Player","Max George","Scoops"
"lazzeto01",1956,193,145,64,-81,"N","Player","Anthony Michael","Poosh 'Em Up Tony"
"cuyleki01",1956,193,145,55,-90,"N","Player","Hazen Shirley",""
"gowdyha01",1956,193,145,49,-96,"N","Player","Harry Morgan",""
"ricesa01",1956,193,145,45,-100,"N","Player","Edgar Charles",""
"kleinch01",1956,193,145,44,-101,"N","Player","Charles Herbert",""
"bottoji01",1956,193,145,42,-103,"N","Player","James Leroy","Sunny Jim"
"hoytwa01",1956,193,145,37,-108,"N","Player","Waite Charles","Schoolboy"
"faberre01",1956,193,145,34,-111,"N","Player","Urban Clarence",""
"medwijo01",1956,193,145,31,-114,"N","Player","Joseph Michael","Ducky; Muscles"
"rixeyep01",1956,193,145,27,-118,"N","Player",NA,NA
"gosligo01",1956,193,145,26,-119,"N","Player","Leon Allen",""
"wheatza01",1956,193,145,26,-119,"N","Player","Zachariah Davis","Buck"
"grimebu01",1956,193,145,25,-120,"N","Player",NA,NA
"youngro01",1956,193,145,19,-126,"N","Player",NA,NA
"wanerll01",1956,193,145,18,-127,"N","Player","Lloyd James","Little Poison"
"wilsoji01",1956,193,145,17,-128,"N","Player","James","Ace"
"hafeych01",1956,193,145,16,-129,"N","Player","Charles James",""
